epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.1514,1.37925,1.93489,1.51661,0.59156,0.51246,0.55979,0.28468,1.09904,2.48623,2.07236,0.00198305,0.00198305,0.00198305
2,47.7155,1.48106,1.54511,1.51815,0.7573,0.7153,0.77637,0.41996,1.19671,1.58968,1.71826,0.00101,0.00101,0.00101
