epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.7298,1.38243,1.91136,1.52726,0.20889,0.2669,0.09076,0.02084,1.99586,3.40846,3.04471,0.00198305,0.00198305,0.00198305
2,46.929,1.49469,1.52888,1.5379,0.76296,0.72162,0.76576,0.41821,1.1462,1.57153,1.63926,0.00101,0.00101,0.00101
