epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,4000.19,0.7657,0.5186,1.12348,0.93048,0.92171,0.95249,0.71635,0.88912,0.53392,1.25446,0.0008582,0.0008582,0.0008582
175,4022.45,0.76305,0.52247,1.12209,0.90845,0.92527,0.94808,0.70831,0.90654,0.53704,1.27207,0.0008516,0.0008516,0.0008516
176,4043.39,0.76134,0.52519,1.11922,0.88784,0.91815,0.92946,0.69552,0.90956,0.54581,1.30578,0.000845,0.000845,0.000845
177,4066.7,0.75781,0.52443,1.12617,0.91876,0.90747,0.92981,0.69429,0.9246,0.54864,1.30311,0.0008384,0.0008384,0.0008384
178,4090.06,0.77664,0.52984,1.13257,0.92359,0.8968,0.93514,0.68753,0.92041,0.52279,1.28352,0.0008318,0.0008318,0.0008318
179,4112.38,0.75726,0.51063,1.12425,0.9275,0.90747,0.92112,0.68695,0.91631,0.54345,1.28819,0.0008252,0.0008252,0.0008252
180,4135,0.76579,0.52704,1.13163,0.93652,0.89246,0.92205,0.68309,0.90824,0.55409,1.29781,0.0008186,0.0008186,0.0008186
181,4156.28,0.74697,0.51159,1.11511,0.92263,0.89116,0.9206,0.67231,0.89664,0.56414,1.29729,0.000812,0.000812,0.000812
182,4179.15,0.75166,0.51844,1.12322,0.88401,0.92216,0.93091,0.68605,0.89468,0.52385,1.30008,0.0008054,0.0008054,0.0008054
183,4202.53,0.74878,0.52459,1.11449,0.9298,0.89562,0.94341,0.70438,0.89075,0.5014,1.28622,0.0007988,0.0007988,0.0007988
184,4224.64,0.74641,0.50986,1.1233,0.95396,0.87544,0.93736,0.70585,0.87928,0.49727,1.26995,0.0007922,0.0007922,0.0007922
185,4248.16,0.75572,0.51589,1.12185,0.91748,0.91103,0.93892,0.71041,0.88032,0.50472,1.27102,0.0007856,0.0007856,0.0007856
186,4271.91,0.74386,0.51466,1.11756,0.94841,0.90036,0.95054,0.70594,0.89317,0.50297,1.28365,0.000779,0.000779,0.000779
187,4295.51,0.75824,0.51534,1.12695,0.94571,0.92994,0.95429,0.70402,0.90931,0.5158,1.30014,0.0007724,0.0007724,0.0007724
188,4317.22,0.75171,0.51474,1.12028,0.92523,0.92471,0.94236,0.70542,0.90687,0.50913,1.3054,0.0007658,0.0007658,0.0007658
189,4340.63,0.73677,0.50158,1.10788,0.91037,0.94306,0.95283,0.70585,0.90057,0.53061,1.28195,0.0007592,0.0007592,0.0007592
190,4363.9,0.75943,0.52076,1.123,0.94248,0.92171,0.94671,0.71199,0.89187,0.53231,1.27447,0.0007526,0.0007526,0.0007526
191,4387.32,0.74742,0.51041,1.11243,0.91094,0.92527,0.94268,0.70063,0.89644,0.53083,1.28121,0.000746,0.000746,0.000746
192,5640.94,0.73232,0.51191,1.11154,0.93159,0.92883,0.94689,0.70269,0.88874,0.52058,1.27158,0.0007394,0.0007394,0.0007394
193,5653.21,0.75421,0.5183,1.12517,0.94348,0.89104,0.92961,0.6927,0.90357,0.52731,1.30421,0.0007328,0.0007328,0.0007328
194,5665.08,0.73948,0.5119,1.12023,0.92079,0.91815,0.93991,0.70246,0.89266,0.53942,1.28968,0.0007262,0.0007262,0.0007262
195,5682.28,0.74938,0.52196,1.12783,0.91047,0.90471,0.93117,0.69423,0.88892,0.52552,1.30162,0.0007196,0.0007196,0.0007196
196,5704.34,0.73842,0.50212,1.11227,0.89625,0.92527,0.92748,0.6939,0.90131,0.52498,1.30585,0.000713,0.000713,0.000713
197,5728.24,0.73469,0.49878,1.11117,0.91608,0.93231,0.93916,0.70163,0.88368,0.51061,1.27395,0.0007064,0.0007064,0.0007064
198,5752.64,0.72158,0.4902,1.10281,0.91802,0.91661,0.93108,0.70296,0.89725,0.52326,1.29515,0.0006998,0.0006998,0.0006998
199,5776.6,0.74287,0.51775,1.12037,0.91858,0.92348,0.9279,0.71029,0.87207,0.51558,1.24678,0.0006932,0.0006932,0.0006932
200,5800.72,0.738,0.5151,1.11807,0.90642,0.93064,0.94436,0.71316,0.8863,0.51601,1.28478,0.0006866,0.0006866,0.0006866
201,5824.36,0.73092,0.50478,1.1139,0.92215,0.91815,0.93863,0.71136,0.88785,0.5128,1.2923,0.00068,0.00068,0.00068
202,5847.9,0.71202,0.50341,1.11095,0.91015,0.92527,0.93901,0.70685,0.88054,0.52483,1.29263,0.0006734,0.0006734,0.0006734
203,5867,0.72285,0.49565,1.10643,0.90878,0.92177,0.93736,0.71187,0.85857,0.53183,1.27816,0.0006668,0.0006668,0.0006668
204,5890.75,0.71988,0.49794,1.10722,0.93438,0.9121,0.93132,0.71267,0.87474,0.50941,1.28147,0.0006602,0.0006602,0.0006602
